Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T53694,2023-09-30,C694,Smartphone,9,214.04,PayPal,Completed
T53735,2021-08-26,C1937,Coffee Machine,8,584.6,Cash,Completed
T53753,2023-03-27,C1882,Coffee Machine,616,218.97,Cash,Pending
T53768,2024-10-15,C3988,Smartphone,3,438.81,Cash,Completed
T53795,2021-05-08,C1974,Headphones,890,725.81,PayPal,Completed
T53804,2020-06-17,C3695,Coffee Machine,939,984.31,Credit Card,Completed
T53826,2020-10-01,C3117,Tablet,9,235.03,PayPal,Failed
T53829,2020-04-20,C2116,Laptop,2,825.38,PayPal,Failed
T53837,2022-10-10,C624,Laptop,435,892.19,Credit Card,Completed
T53861,2020-11-23,C3178,Laptop,6,717.77,Credit Card,Completed
T53864,2020-03-17,C897,Tablet,7,865.85,PayPal,Pending
T53869,2020-01-09,C4409,Tablet,10,355.0,Cash,Completed
T53933,2021-07-10,C358,Headphones,328,622.3,PayPal,Completed
T53942,2024-04-16,C2662,Tablet,484,694.71,Credit Card,Pending
T53964,2024-02-13,C277,Headphones,2,607.49,Cash,Completed
T53975,2023-08-30,C4248,Coffee Machine,3,53.66,Credit Card,Completed
T54000,2023-05-05,C2418,Headphones,1,559.3,PayPal,Completed
T54014,2021-11-18,C2447,Laptop,761,373.36,PayPal,Completed
T54036,2022-06-07,C4909,L,720,900.02,Credit Card,Completed
T54057,2024-09-06,C3144,Coffee Machine,642,169.5,Cash,Completed
T54099,2023-08-26,C1125,Tablet,110,697.44,Credit Card,Completed
T54133,2020-08-26,C3657,Coffee Machine,603,973.59,Credit Card,Completed
T54137,2021-05-27,C023,Coffee Machine,4,545.57,PayPal,Completed
T54155,2024-05-21,C1108,Smartphone,514,747.38,PayPal,Completed
T54167,2024-10-27,C3586,Headphone,2,358.64,Cash,Completed
T46625,2024-06-19,C4973,Coffee Machine,209,409.03,PayPal,Completed
T54175,2023-01-20,C3302,Headphones,415,60.79,Credit Card,Failed
T54198,2024-11-24,C681,Tablet,517,973.3,Cash,Completed
T54200,2024-11-06,C1559,Smartphone,9,811.58,PayPal,Pending
T54212,2021-02-03,C017,Coffee Machine,218,701.53,PayPal,Pending
T54226,2022-07-09,C2143,Laptop,3,422.4,PayPal,Failed
T54262,2024-03-03,C1213,Headphones,2,959.35,PayPal,Completed
T54273,2020-08-12,C4551,Lap,350,333.09,Credit Card,Completed
T54278,2024-01-13,C2801,Coffee Machine,840,439.99,Credit Card,Pending
T54323,2023-08-02,C2440,Coffee Machine,798,811.15,Credit Card,Pending
T54345,2021-04-24,C392,Coffee Machine,609,956.83,PayPal,Failed
T54385,2020-06-05,C2087,Laptop,464,850.91,Credit Card,Completed
T54395,2020-01-16,C3471,Coffee Machine,5,754.73,PayPal,Completed
T54400,2023-09-01,C4767,Coffee,9,699.27,PayPal,Failed
T54417,2021-09-18,C080,Tablet,822,152.0,PayPal,Pending
T54432,2021-04-25,C4465,Smartphone,5,205.29,Cash,Completed
T54460,2024-09-20,C1164,Laptop,581,420.0,PayPal,Completed
T54474,2022-08-31,C3976,Coffee Machine,149,339.39,Cash,Completed
T54548,2024-09-24,C2539,Tablet,7,326.8,Credit Card,Completed
T54559,2021-07-07,C3996,Smartphone,934,914.85,PayPal,Failed
T54599,2020-11-12,C066,Tablet,194,268.9,PayPal,Pending
T54655,2024-09-14,C4767,Laptop,926,773.03,PayPal,Completed
T54669,2022-12-26,C1290,Sm,6,417.67,Credit Card,Failed
T54681,2022-11-30,C1517,Tablet,184,766.16,PayPal,Failed
T54695,2025-01-03,C1139,Laptop,841,139.49,PayPal,Completed
T54716,2021-03-18,C1246,Headphones,452,539.82,PayPal,Failed
T54754,2020-05-01,C638,Tablet,447,462.6,Credit Card,Completed
T54759,2020-11-18,C029,Smartphone,9,912.15,Credit Card,Pending
T54808,2021-11-22,C1743,T,8,372.48,PayPal,Completed
T54893,2024-09-10,C4865,Tablet,135,772.39,PayPal,Pending
T54943,2025-01-13,C4392,Coffee Machine,675,767.12,Credit Card,Completed
T54987,2021-04-02,C3200,Smartphone,229,200.53,Credit Card,Completed
T55003,2022-10-31,C4071,Laptop,4,437.09,Credit Card,Completed
T55029,2020-03-05,C4977,Smartpho,856,602.98,PayPal,Failed
T55038,2024-05-12,C4953,Laptop,468,504.26,PayPal,Completed
T55059,2020-05-13,C085,Smartphone,714,498.5,Credit Card,Completed
T55070,2021-07-16,C2071,Coffee Machine,8,366.22,PayPal,Completed
T55126,2024-01-07,C3277,Headphones,822,966.64,Credit Card,Failed
T55145,2020-10-02,C3179,Smartphone,133,318.89,PayPal,Failed
T55159,2023-09-27,C774,Laptop,6,903.37,Credit Card,Completed
T55186,2024-01-29,C1207,Smartphone,669,224.4,PayPal,Failed
T55221,2022-04-13,C913,Headphones,544,649.14,Credit Card,Completed
T55222,2021-11-04,C1361,Tablet,994,576.14,Cash,Completed
T55234,2023-03-23,C1171,Coffee Machine,10,777.27,PayPal,Failed
T55260,2025-01-10,C2277,Tablet,6,279.91,PayPal,Completed
T55262,2020-07-10,C906,Tablet,518,438.33,Credit Card,Completed
T55281,2022-11-13,C4099,Smartphone,3,606.86,Credit Card,Pending
T55293,2021-05-16,C740,Headphones,3,366.67,PayPal,Completed
T55302,2024-09-06,C4748,Laptop,265,921.4,Credit Card,Completed
T55308,2021-11-06,C3247,Laptop,5,312.25,PayPal,Failed
T55312,2024-11-02,C2582,Tablet,3,213.24,Credit Card,Failed
T55326,2023-04-22,C446,Laptop,308,512.39,Credit Card,Failed
T55397,2021-11-07,C1076,Lapt,7,986.67,PayPal,Completed
T55473,2020-08-16,C764,Laptop,508,286.34,Credit Card,Completed
T55476,2024-08-25,C3561,Headphones,7,972.21,PayPal,Pending
T55483,2024-10-11,C4361,Tablet,245,943.17,PayPal,Failed
T55487,2021-02-10,C4751,La,249,779.69,PayPal,Completed
T55491,2020-07-21,C2047,Coffee Machine,465,90.93,PayPal,Completed
T55540,2024-06-17,C2908,Headphones,754,473.08,Credit Card,Completed
T55551,2022-05-25,C194,Smartphone,1,831.97,PayPal,Failed
T55575,2023-03-06,C2861,Smartphone,734,350.4,Credit Card,Completed
T55612,2023-08-03,C2994,Smartphone,919,373.18,Credit Card,Completed
T55613,2020-04-03,C142,Headphones,6,510.25,PayPal,Failed
T55616,2020-05-07,C352,Coffee Machine,9,597.46,PayPal,Pending
T55625,2022-04-05,C3075,Coffee Machine,130,296.9,PayPal,Pending
T55663,2023-05-10,C4779,Smartphone,3,385.33,PayPal,Pending
T55678,2024-06-21,C2392,Tablet,2,437.66,PayPal,Completed
T55738,2023-03-24,C161,Sm,9,564.66,Credit Card,Failed
T55773,2024-03-18,C3631,Smartpho,364,714.9,PayPal,Completed
T55817,2020-12-25,C816,Smartphone,433,189.75,Credit Card,Pending
T55845,2024-10-04,C3801,Coffee Machine,10,257.54,Credit Card,Completed
T55880,2022-05-17,C2556,Tablet,4,218.5,PayPal,Completed
T55907,2023-03-13,C3259,Coffee Machine,7,837.65,Cash,Completed
T55921,2023-08-06,C2802,Coffee Machine,4,925.13,Credit Card,Completed
T55924,2021-02-11,C3258,Smartphone,6,867.5,Credit Card,Failed
T55945,2021-08-09,C1594,L,644,407.39,PayPal,Failed
T55961,2024-10-19,C2572,Ta,5,492.03,Credit Card,Pending
T55977,2020-03-15,C4610,Tablet,5,288.65,Credit Card,Completed
T55994,2022-11-25,C4478,Headphones,1,919.03,Cash,Pending
T56026,2020-10-28,C3271,Smartph,6,378.84,PayPal,Pending
T56029,2024-11-25,C1114,Smartphone,4,436.35,PayPal,Failed
T56043,2020-10-27,C680,Laptop,797,531.52,Credit Card,Completed
T56045,2020-04-11,C3560,Laptop,6,471.43,Credit Card,Completed
T56054,2024-07-29,C1583,Tablet,9,94.31,PayPal,Failed
T56056,2023-05-22,C1291,Smartphone,7,139.47,Credit Card,Failed
T56062,2022-05-17,C3498,Coffee Machine,593,802.68,PayPal,Completed
T56097,2024-12-12,C4751,Coffee Machine,117,567.51,PayPal,Failed
T56098,2021-07-30,C3012,Coffee Machine,317,806.73,Credit Card,Completed
T56143,2022-10-15,C4297,Smartphone,1,459.92,PayPal,Completed
T56179,2022-08-02,C4755,Laptop,1,116.63,Credit Card,Pending
T56202,2021-09-09,C4399,Coffee Machine,2,283.34,PayPal,Failed
T56211,2023-12-20,C4778,Coffee Machine,178,688.43,Credit Card,Completed
T56215,2022-05-14,C4665,Coffee Machine,768,225.27,Credit Card,Completed
T56223,2023-03-16,C3556,Tablet,10,100.38,PayPal,Completed
T56225,2021-08-17,C4218,Headphones,9,287.44,Credit Card,Pending
T56229,2021-06-27,C4241,Smartphon,365,359.79,Credit Card,Failed
T56249,2025-01-24,C4255,Coffee Machine,265,526.06,PayPal,Completed
T56256,2024-03-21,C793,Laptop,966,839.34,Cash,Completed
T56281,2024-03-16,C4172,Headphon,441,711.05,PayPal,Completed
T56313,2022-05-14,C4037,Laptop,4,856.93,PayPal,Completed
T56351,2024-12-31,C176,Smartphone,142,539.06,PayPal,Completed
T56362,2020-12-06,C2925,Smartphone,1,498.06,Credit Card,Completed
T56396,2024-02-13,C217,Headphones,9,663.11,Credit Card,Pending
T56407,2024-05-28,C3829,Laptop,6,330.22,Credit Card,Completed
T56428,2023-10-02,C322,Headphones,1,562.28,Credit Card,Completed
T56443,2020-05-29,C1648,Coffee Machine,6,223.65,PayPal,Failed
T56465,2024-06-24,C4750,Laptop,650,982.05,Credit Card,Completed
T56475,2025-01-10,C3865,Tablet,9,487.46,Credit Card,Completed
T56499,2021-02-16,C3635,Smartphone,940,925.0,Credit Card,Pending
T56509,2023-01-18,C1115,Headphones,757,612.95,PayPal,Pending
T56566,2021-08-31,C2319,Smartphone,5,490.09,PayPal,Completed
T56615,2024-12-07,C2226,Headphones,432,89.14,PayPal,Completed
T56633,2022-11-20,C1336,Coffee Machine,957,355.33,Credit Card,Failed
T56646,2024-05-31,C478,Laptop,202,548.72,Credit Card,Completed
T56672,2023-05-24,C3956,Smartphone,10,797.5,PayPal,Pending
T56677,2022-12-15,C2985,Coffee Machine,9,220.65,PayPal,Failed
T56678,2020-02-24,C416,Smartphone,7,415.34,PayPal,Pending
T56685,2021-01-10,C4073,Ta,839,211.23,Credit Card,Failed
T56700,2020-12-06,C1897,Tab,8,564.8,Credit Card,Completed
T56709,2023-06-22,C1094,Laptop,5,650.86,Cash,Completed
T56726,2020-04-11,C1905,Tablet,3,336.74,Credit Card,Completed
T56799,2023-01-05,C021,Coffee Machine,904,117.66,PayPal,Completed
T56801,2024-11-19,C3523,Tablet,208,925.14,Credit Card,Failed
T56811,2024-04-02,C355,Smartphone,1,838.38,Cash,Completed
T56831,2021-10-23,C4834,Tablet,3,114.22,PayPal,Failed
T56836,2020-12-26,C3011,Laptop,10,691.53,Cash,Completed
T56838,2022-08-01,C2687,Laptop,2,951.11,PayPal,Completed
T56840,2020-09-01,C4119,Laptop,526,315.5,Credit Card,Completed
T56855,2023-02-22,C357,Headphones,7,542.02,Credit Card,Pending
T56864,2024-12-23,C2135,Smartphone,292,770.8,PayPal,Completed
T56873,2021-12-09,C1377,Tablet,7,464.33,PayPal,Completed
T56943,2021-04-30,C3138,Tablet,10,885.35,Credit Card,Completed
T56947,2020-06-28,C2439,Smartphone,7,853.88,Credit Card,Completed
T56970,2022-08-16,C3453,Tablet,881,735.69,Credit Card,Completed
T56976,2020-02-09,C694,Laptop,5,628.03,PayPal,Pending
T56986,2024-08-20,C2649,T,9,426.78,PayPal,Completed
T57021,2023-09-04,C039,Headphones,4,188.4,Credit Card,Completed
T57032,2023-01-07,C1451,Coffee Machine,801,914.87,Credit Card,Completed
T57063,2024-11-01,C736,Lap,5,455.51,Cash,Completed
T57064,2023-08-15,C3754,Laptop,626,361.17,PayPal,Failed
T57071,2022-06-14,C3557,Headphone,7,308.02,Credit Card,Completed
T57097,2024-12-16,C1513,Coffee Machine,868,755.94,PayPal,Completed
T57106,2024-07-04,C2915,Coffee Machine,5,772.48,Credit Card,Completed
T57126,2021-11-29,C3036,Smartphone,5,317.32,Cash,Completed
T57178,2022-04-26,C2479,Tablet,148,525.53,Cash,Failed
T57185,2021-03-31,C1041,Headphones,328,394.72,PayPal,Completed
T57203,2021-07-27,C3078,Smartphone,3,171.55,PayPal,Failed
T57212,2023-04-06,C030,Smartphone,971,413.73,Credit Card,Completed
T57230,2020-04-08,C641,Headphones,2,582.11,Credit Card,Pending
T57343,2024-02-10,C2928,Smartphone,1,490.76,PayPal,Completed
T57418,2023-03-27,C2269,Coffee Machin,9,415.76,PayPal,Completed
T57464,2021-09-06,C764,Coffee Machine,3,643.51,PayPal,Completed
T57483,2021-03-23,C3916,Coffee Machine,10,791.9,PayPal,Completed
T57485,2022-10-25,C3375,Headphones,821,874.82,Credit Card,Completed
T57518,2021-10-01,C4033,Tablet,872,882.86,Credit Card,Pending
T57543,2021-07-10,C2095,Tablet,10,399.33,Credit Card,Pending
T57577,2024-02-06,C1398,Laptop,495,532.69,PayPal,Pending
T57656,2023-12-23,C4583,Coffee Machine,1,897.64,PayPal,Failed
T57666,2023-09-02,C2170,Coffee Machine,996,270.06,Credit Card,Pending
T57676,2024-06-21,C2877,Smartphone,796,58.07,PayPal,Completed
T57714,2022-12-30,C2626,Smartphone,9,798.37,Credit Card,Pending
T57716,2024-01-03,C4177,Headphones,2,208.75,Cash,Completed
T57736,2022-05-23,C2502,Headphones,8,85.04,Credit Card,Completed
T57753,2022-05-01,C1385,Smartphone,5,119.43,PayPal,Pending
T57755,2024-07-05,C821,Tablet,619,896.04,Credit Card,Completed
T57759,2023-09-05,C1909,Ta,608,414.89,Cash,Completed
T57782,2023-05-29,C4273,Smartphone,4,285.03,Credit Card,Pending
T57791,2024-08-19,C641,Laptop,960,345.79,PayPal,Completed
T57793,2020-05-26,C1603,Smartphone,7,550.78,Credit Card,Completed
T57812,2025-01-01,C1521,Smartphone,206,874.99,PayPal,Failed
T57824,2023-03-19,C4395,Laptop,10,417.27,PayPal,Completed
T57825,2022-05-10,C4612,Coffee Machine,10,262.26,Credit Card,Pending
T57852,2023-10-31,C1228,Tablet,588,861.61,PayPal,Completed
T13795,2021-04-29,C1552,Coffee Machine,736,681.76,PayPal,Completed
T57901,2022-07-17,C2422,Laptop,441,848.12,PayPal,Pending
T57903,2023-09-24,C629,Laptop,2,684.99,Credit Card,Pending
T57909,2021-03-28,C3178,Tab,741,206.5,Credit Card,Pending
T57925,2022-08-17,C2388,Tablet,7,770.94,Credit Card,Pending
T57943,2024-11-11,C1583,Laptop,251,535.34,PayPal,Completed
T57945,2021-02-12,C1553,Laptop,155,438.86,PayPal,Pending
T79098,2020-02-09,C281,Laptop,339,400.48,Credit Card,Completed
T57994,2020-05-05,C979,Laptop,7,963.17,PayPal,Failed
T58022,2023-05-15,C1204,Laptop,9,730.19,Credit Card,Completed
T58023,2021-06-06,C3454,Tablet,3,731.31,PayPal,Completed
T58029,2020-02-15,C198,Headphones,236,455.58,PayPal,Completed
T58046,2023-09-16,C3563,Smartphone,121,541.05,PayPal,Completed
T58066,2020-05-23,C2517,Headphones,551,392.3,PayPal,Failed
T58135,2022-03-30,C880,Laptop,571,535.47,Credit Card,Completed
T58155,2021-11-27,C3087,Coffee Machine,412,152.07,PayPal,Pending
T58178,2024-05-23,C3575,Headphones,238,707.35,Credit Card,Failed
T58179,2025-01-29,C1459,Tablet,4,487.74,PayPal,Pending
T58194,2025-01-17,C4374,Laptop,7,928.0,Credit Card,Pending
T58196,2021-01-31,C2132,Tablet,865,434.4,Credit Card,Completed
T58205,2024-12-26,C185,Smartphone,2,101.79,PayPal,Completed
T58229,2022-06-20,C1401,Laptop,692,139.68,Credit Card,Completed
T58231,2024-01-25,C2872,Coffee Machine,9,520.85,PayPal,Completed
T58249,2023-02-25,C4006,Smartphone,719,515.33,PayPal,Completed
T58271,2022-01-04,C3043,Coffee Machine,302,469.42,Credit Card,Completed
T58304,2023-08-22,C1824,Coffee Machine,2,401.01,Credit Card,Completed
T58311,2022-05-03,C1386,Laptop,444,170.42,Credit Card,Failed
T58314,2020-09-28,C628,Tablet,162,730.85,Credit Card,Failed
T58347,2022-03-06,C575,Tablet,191,145.67,Credit Card,Completed
T58361,2022-03-10,C1289,Smartphone,471,885.49,Credit Card,Completed
T58400,2023-10-28,C3009,Laptop,625,124.0,Credit Card,Pending
T58406,2021-05-27,C2563,Headphones,6,713.25,Credit Card,Completed
T58425,2020-06-11,C1520,Tablet,648,569.8,Credit Card,Completed
T58434,2022-12-26,C059,Tablet,10,947.04,Credit Card,Completed
T58436,2022-01-04,C4986,Tablet,101,655.18,PayPal,Failed
T58452,2023-02-15,C3882,Laptop,5,769.11,PayPal,Completed
T58454,2020-04-08,C1931,Laptop,4,263.75,PayPal,Failed
T58486,2024-11-15,C3140,Headphones,6,633.17,PayPal,Completed
T58491,2020-05-05,C2223,Tablet,705,456.12,Credit Card,Pending
T58499,2024-09-22,C3939,Coffee Machine,688,475.05,PayPal,Completed
T58502,2021-01-23,C379,Tablet,10,754.55,Cash,Completed
T58507,2022-09-01,C1438,Headphones,9,315.43,PayPal,Completed
T58517,2024-08-07,C734,Tablet,195,718.29,Credit Card,Completed
T58555,2023-01-08,C4425,Smartphone,858,662.91,PayPal,Failed
T58581,2021-11-04,C2630,Smartphone,661,106.01,PayPal,Completed
T58591,2020-07-01,C1624,Tablet,142,408.07,Credit Card,Completed
T58597,2021-10-14,C458,Smartphone,374,647.99,Credit Card,Completed
T58627,2020-05-01,C1565,Headphones,9,716.39,PayPal,Pending
T58628,2022-05-23,C3700,Tablet,7,196.19,PayPal,Completed
T58647,2020-02-14,C1729,Coffee Machine,855,810.78,PayPal,Completed
T58668,2020-10-05,C4706,Laptop,761,776.67,PayPal,Completed
T58695,2021-04-07,C4060,Laptop,177,611.76,PayPal,Completed
T58696,2021-03-21,C4163,Headphones,8,157.96,Credit Card,Pending
T58714,2023-08-12,C4010,Headphones,3,387.88,PayPal,Pending
T58801,2020-09-09,C841,Smartphone,6,631.6,Cash,Completed
T58804,2024-06-10,C438,Headphones,582,666.09,Credit Card,Completed
T58813,2022-04-19,C1265,Laptop,2,358.76,PayPal,Completed
T58834,2024-02-23,C3296,Laptop,110,470.58,PayPal,Pending
T58835,2024-09-17,C4863,Laptop,2,352.36,PayPal,Completed
T58838,2020-08-12,C2137,Laptop,545,553.95,Credit Card,Completed
T58841,2022-08-08,C2965,Headphones,1,812.31,PayPal,Pending
T58854,2022-10-16,C1109,Smartphone,848,596.71,PayPal,Completed
T58864,2024-08-30,C1100,Co,192,388.12,Credit Card,Completed
T58937,2022-01-13,C196,Tablet,694,393.96,Credit Card,Completed
T58971,2020-09-26,C1344,Smartphone,724,486.34,Cash,Pending
T58981,2020-04-21,C365,Headphones,734,374.24,Credit Card,Failed
T58985,2024-08-10,C3314,Lap,1,760.28,PayPal,Completed
T58996,2023-06-15,C273,Tablet,3,791.29,PayPal,Completed
T59000,2021-11-03,C3856,Laptop,7,323.42,Cash,Completed
T59012,2020-10-28,C1282,Coffee Machine,2,829.1,Credit Card,Completed
T59050,2022-02-06,C2090,Coffee Machine,302,850.42,PayPal,Completed
T59053,2021-12-30,C4352,Smartphone,898,560.21,Credit Card,Failed
T59061,2020-01-20,C3684,Coffee M,790,988.39,Cash,Failed
T59089,2022-05-14,C737,Headphones,531,916.92,PayPal,Completed
T59134,2024-07-01,C3436,Tablet,122,887.82,PayPal,Completed
T59139,2021-01-04,C2988,Smartphone,895,972.6,Credit Card,Completed
T59154,2020-11-19,C1659,Tablet,858,964.34,PayPal,Completed
T59200,2024-03-27,C4795,Headphones,9,135.33,PayPal,Completed
T59212,2021-02-27,C3187,Tablet,9,455.52,Cash,Completed
T59275,2021-07-13,C1783,Coffee Machine,10,820.67,PayPal,Completed
T59296,2024-06-15,C4823,Coffee Machine,7,577.04,Credit Card,Failed
T59301,2021-12-18,C798,Smartphone,5,510.14,Credit Card,Pending
T59313,2021-04-21,C1432,Coffee Machine,170,735.42,Credit Card,Completed
T59325,2023-08-20,C2488,Smartphone,664,116.28,Cash,Completed
T59341,2024-03-27,C4486,Tablet,121,541.73,Credit Card,Completed
T59348,2022-12-04,C4657,Coffee Machine,231,609.56,Credit Card,Failed
T59353,2021-12-01,C3663,Coffee Machine,619,213.01,Cash,Completed
T59354,2023-09-21,C889,Smartphone,2,106.37,Credit Card,Completed
T59363,2024-01-17,C2549,Smartphone,7,363.56,Credit Card,Completed
T59372,2023-11-03,C2955,Smartphone,1,695.47,Cash,Pending
T59385,2020-07-06,C2214,Smartphone,710,416.24,PayPal,Completed
T59418,2021-09-13,C4524,Coffee Machine,308,281.46,Cash,Pending
T59428,2021-09-17,C3392,Laptop,6,278.67,PayPal,Completed
T59432,2021-12-13,C1077,Tablet,671,969.52,Credit Card,Completed
T59433,2020-05-25,C1825,Headphones,7,808.86,Credit Card,Pending
T59475,2020-02-12,C3374,Tablet,4,757.64,PayPal,Completed
T59480,2024-10-10,C2677,Laptop,7,414.89,PayPal,Completed
T59496,2020-07-20,C3915,Headphones,513,485.61,PayPal,Failed
T59520,2023-06-15,C4716,Laptop,795,122.67,PayPal,Completed
T59528,2020-06-21,C4635,Laptop,614,578.26,Credit Card,Failed
T59543,2022-10-30,C2803,Laptop,10,828.26,PayPal,Completed
T59564,2023-11-25,C4347,Smartphone,6,362.1,PayPal,Completed
T59568,2021-02-06,C2300,Laptop,10,144.77,Credit Card,Failed
T59575,2022-02-26,C3552,Smartphone,7,288.52,PayPal,Completed
T59593,2024-03-27,C4080,Headphones,10,466.03,Credit Card,Completed
T59612,2023-08-11,C2207,Headphones,130,384.42,Credit Card,Completed
T59633,2020-09-02,C2664,Laptop,223,116.9,PayPal,Completed
T59687,2020-10-28,C4622,Coffee Machine,664,134.63,Cash,Completed
T59713,2021-07-09,C4485,Laptop,3,789.85,Cash,Completed
T59714,2024-08-14,C4425,Headphones,749,830.27,Credit Card,Completed
T59727,2020-11-10,C3680,He,952,874.95,PayPal,Pending
T59747,2024-10-18,C2536,Tablet,955,651.04,PayPal,Pending
T59784,2024-01-02,C1452,Laptop,154,659.31,Credit Card,Pending
T59804,2024-09-03,C263,Laptop,733,823.57,Credit Card,Failed
T59813,2023-05-07,C1022,Headphones,934,943.61,Credit Card,Failed
T59831,2020-06-02,C1849,Coffee Machine,522,922.53,PayPal,Completed
T59845,2020-08-30,C1121,Tablet,627,490.79,Credit Card,Completed
T59854,2023-08-01,C390,Hea,617,143.73,Credit Card,Pending
T59876,2021-08-22,C2109,Tablet,645,699.17,PayPal,Completed
T59896,2022-06-06,C1044,Headphones,512,724.93,Cash,Completed
T59897,2023-08-21,C673,Coffee Machine,358,505.41,PayPal,Completed
T59914,2024-02-15,C4462,Headphones,10,678.51,Credit Card,Failed
T59922,2022-06-19,C855,Coffee Machine,4,545.91,PayPal,Failed
T59924,2024-09-11,C009,Headphones,401,405.23,PayPal,Completed
T59942,2024-02-14,C109,Headphones,10,811.01,Credit Card,Completed
T59963,2023-02-19,C3604,Tablet,142,262.9,PayPal,Pending
T59978,2024-05-12,C3619,T,996,418.58,PayPal,Completed
T60011,2022-07-25,C669,Tablet,664,436.52,Credit Card,Completed
T60067,2020-09-13,C2247,Coffee Machine,4,803.61,PayPal,Completed
T60072,2023-09-24,C2798,Coffee Machine,6,360.56,PayPal,Pending
T60080,2023-09-06,C3737,Coffee Machine,761,635.09,PayPal,Completed
T80029,2021-07-21,C4875,Smartphone,942,796.95,Cash,Pending
T60109,2024-11-07,C2361,Tablet,581,566.64,PayPal,Completed
T60182,2020-04-11,C2112,Headphones,565,103.27,PayPal,Pending
T60211,2020-01-11,C1719,Head,424,580.83,Credit Card,Completed
T60223,2020-07-09,C4081,Smartp,7,355.41,PayPal,Completed
T60226,2020-01-28,C066,Laptop,5,634.92,PayPal,Completed
T60235,2021-05-29,C4809,Coffee Machine,899,280.13,PayPal,Pending
T60301,2023-10-04,C3298,Laptop,977,858.21,PayPal,Completed
T60302,2023-10-16,C4868,Tablet,10,735.54,PayPal,Pending
T60303,2023-12-22,C347,Coffee Machine,157,428.4,PayPal,Completed
T60309,2023-04-07,C1661,Coffee Machine,789,52.69,Credit Card,Completed
T60360,2023-04-20,C2142,Smartphone,8,148.06,Cash,Failed
T60376,2024-06-26,C4412,Tab,5,708.51,Credit Card,Completed
T60401,2024-06-09,C560,Coffee Machine,332,272.13,Credit Card,Completed
T60402,2024-12-23,C2955,Smartphone,842,303.42,Cash,Failed
T60408,2020-09-12,C3745,Headphones,562,594.16,Cash,Completed
T60462,2022-12-08,C630,Tablet,284,531.45,Cash,Failed
T60477,2021-03-10,C3484,Headphones,349,609.68,PayPal,Completed
T60479,2023-01-20,C086,Headphones,2,570.39,PayPal,Completed
T60495,2022-02-22,C699,Smartphone,353,937.46,PayPal,Failed
T60501,2021-08-27,C187,Smartpho,514,131.48,Cash,Completed
T60521,2020-01-18,C4066,Coffee Machine,7,186.89,PayPal,Completed
T60558,2021-08-16,C1889,He,4,740.06,Credit Card,Completed
T60577,2020-12-31,C1892,Smartphone,5,365.42,Credit Card,Completed
T60599,2022-02-24,C2473,Headpho,833,864.2,PayPal,Pending
T60604,2023-12-29,C767,Hea,1,751.21,Credit Card,Completed
T60611,2023-12-17,C2676,Coffee Machine,4,706.02,Cash,Completed
T60612,2024-04-02,C2170,Laptop,4,639.54,PayPal,Completed
T60616,2023-09-22,C1646,Laptop,281,64.62,PayPal,Completed
T60627,2020-07-08,C1240,Smartphone,4,203.59,Credit Card,Completed
T60654,2021-08-14,C1350,Smartphone,322,550.89,PayPal,Completed
T60706,2024-12-10,C1499,Tablet,995,566.08,PayPal,Pending
T60713,2024-05-02,C1835,Headphones,8,557.79,Cash,Pending
T60719,2024-11-13,C977,Tablet,842,583.29,PayPal,Completed
T60790,2022-02-20,C2311,Coffee Machine,382,924.23,Cash,Failed
T60802,2022-06-09,C2659,Tablet,401,90.74,PayPal,Failed
T60806,2020-05-23,C3876,Laptop,9,339.87,PayPal,Pending
T60825,2020-10-25,C864,Smartphone,696,494.21,PayPal,Pending
T60854,2022-04-14,C718,Laptop,6,799.12,PayPal,Completed
T60867,2022-04-28,C3901,Laptop,2,969.74,PayPal,Completed
T60878,2020-04-01,C753,Tablet,8,107.03,Cash,Completed
T60882,2023-05-09,C4816,Tablet,571,100.76,Credit Card,Pending
T60896,2022-09-30,C3527,Coffee Machine,5,200.71,Credit Card,Completed
T60898,2021-04-25,C2489,Smartphone,3,293.09,Credit Card,Pending
T60928,2024-12-13,C221,Coffee Machine,2,823.99,Credit Card,Completed
T60930,2021-03-29,C863,Headphones,1,596.62,PayPal,Completed
T60976,2021-05-02,C924,Coffee Machine,479,982.09,PayPal,Pending
T61043,2024-06-16,C2904,Coffee Machine,8,728.38,Cash,Completed
T61073,2022-05-23,C4420,Headphones,398,943.34,Credit Card,Completed
T61108,2020-06-12,C998,Laptop,184,84.23,Credit Card,Pending
T61134,2021-01-01,C1014,Laptop,158,305.54,PayPal,Pending
T61180,2024-06-06,C2940,Lap,9,192.47,PayPal,Completed
T61189,2022-08-01,C3714,Coffee Machine,579,322.54,Credit Card,Pending
T61191,2024-04-22,C3082,Lapt,9,85.95,PayPal,Pending
T61195,2020-02-25,C2231,Coffee Machine,5,553.18,Credit Card,Completed
T61211,2021-11-10,C4654,Laptop,5,350.48,PayPal,Completed
T61286,2022-10-06,C4571,Headphones,764,429.01,PayPal,Completed
T61291,2022-09-07,C4745,Smartphone,499,115.73,Credit Card,Completed
T61327,2021-04-03,C1268,Laptop,335,493.22,PayPal,Completed
T61329,2023-02-04,C1048,Coffee Machine,3,487.32,Credit Card,Pending
T61388,2020-01-04,C2081,Coffee Machine,9,733.07,Credit Card,Completed
